Event,Favorite,Underdog,Winner,odds_delta,delta_height,delta_reach,delta_SLPM,delta_Str Acc,delta_SApm,delta_Str. Def,delta_TD Avg,delta_TD Acc,delta_TD Def,delta_Sub Avg,delta_age
UFC 272,Kennedy Nzechukwu,Nick Negumereanu,Underdog,-0.45,5,10,5.13,0.45,4.9,0.5,0.6,0.45,0.8,0.2,
UFC 272,Mariya Agapova,Maryna Moroz,Underdog,-0.94,-1,1,0.25,0.22,-1.07,0.01,-0.11,0.42,0.04,0.3,-5
UFC 272,Umar Nurmagomedov,Brian Kelleher,Favorite,-7.39,2,3,1.36,0.27,-4.08,0.21,2.76,0.15,0.4,-0.1,-9
UFC 272,Tagir Ulanbekov,Tim Elliott,Underdog,-1.56,0,4,-0.17,0.01,0.63,-0.06,-0.03,-0.01,0.02,1.1,-5
UFC 272,Devonte Smith,Ludovit Klein,Underdog,-0.63,2,4,0.58,-0.03,0.16,-0.05,-1.42,-0.22,0.02,0.3,1
UFC 272,Dustin Jacoby,Michal Oleksiejczuk,Favorite,-1.29,3,2,0.47,-0.04,-0.19,-0.05,-0.39,-0.19,0.12,0,7
UFC Fight Night: Santos vs. Ankalaev,Magomed Ankalaev,Thiago Santos,Favorite,-5.04,1,-1,-0.09,0.05,-0.32,0.05,0.14,-0.03,0.2,-0.1,-9
UFC Fight Night: Santos vs. Ankalaev,Yadong Song,Marlon Moraes,Favorite,-2.13,2,0,1.12,0.02,-0.58,0.01,-0.21,-0.01,0.25,-0.1,-10
UFC Fight Night: Santos vs. Ankalaev,Sodiq Yusuff,Alex Caceres,Favorite,-2,-1,-2,1.45,0,1.42,-0.09,-0.26,-0.49,-0.03,-0.3,-4
UFC Fight Night: Santos vs. Ankalaev,Karl Roberson,Khalil Rountree,Underdog,-0.66,0,-2,-1.27,0.12,-1.76,0.06,0.72,0.4,-0.16,0.4,-1
UFC Fight Night: Santos vs. Ankalaev,Drew Dober,Terrance McKinney,Favorite,-0.73,-2,-3,-0.2,-0.1,1.6,0.06,-2.74,-0.18,-0.29,-0.9,6
UFC Fight Night: Santos vs. Ankalaev,Alex Pereira,Bruno Silva,Favorite,-1.35,12,14,2.04,0.15,0.56,-0.09,-2.39,0.7,0.05,0.1,2
UFC Fight Night: Santos vs. Ankalaev,Matt Semelsberger,A.J. Fletcher,Favorite,-1.12,3,8,0.41,-0.06,-0.41,0.08,-0.52,0.21,0.12,-0.5,4
UFC Fight Night: Santos vs. Ankalaev,Gillian Robertson,J.J. Aldrich,Underdog,-0.28,0,-4,-1.27,0,-1.26,-0.04,1.86,0.2,-0.24,1,-2
UFC Fight Night: Santos vs. Ankalaev,Javid Basharat,Trevin Jones,Favorite,-1.02,2,-1,3.29,0.16,-1.32,0.23,1.08,0.25,0.25,0,-5
UFC Fight Night: Santos vs. Ankalaev,Damon Jackson,Kamuela Kirk,Favorite,-0.3,1,-4,-0.23,-0.1,-2.58,0.1,1,0.08,-0.07,0.19,5
UFC Fight Night: Santos vs. Ankalaev,Miranda Maverick,Sabina Mazo,Favorite,-2.74,-4,-5,-2.3,0.03,-1.75,0.02,1.84,-0.34,-0.19,0.2,-1
UFC Fight Night: Santos vs. Ankalaev,Dalcha Lungiambula,Cody Brundage,Underdog,-0.5,-4,4,1.44,-0.1,1.63,0.09,-0.19,-0.08,0.08,-0.9,6
UFC Fight Night: Santos vs. Ankalaev,Kris Moutinho,Guido Cannetti,Underdog,-0.78,1,0,1.42,-0.24,12.64,-0.23,-2.27,-0.56,-0.64,-0.4,-13
UFC Fight Night: Santos vs. Ankalaev,Azamat Murzakanov,Tafon Nchukwi,Favorite,-1.31,-2,-6,-1,0.04,-1,0.02,-0.02,-0.41,0.18,0,6
UFC Fight Night: Volkov vs. Aspinall,Tom Aspinall,Alexander Volkov,Favorite,-0.35,-2,-2,2.62,0.09,-0.23,0.12,2.97,0.37,0.27,1.5,-4
UFC Fight Night: Volkov vs. Aspinall,Arnold Allen,Daniel Hooker,Favorite,-0.03,-4,-5,-1.69,-0.08,-1.85,0.09,0.23,0.15,-0.06,0,-4
UFC Fight Night: Volkov vs. Aspinall,Paddy Pimblett,Rodrigo Vargas,Favorite,-5.07,-1,0,4.65,0.29,-1.11,-0.12,0.98,0.25,0.56,-8,
UFC Fight Night: Volkov vs. Aspinall,Gunnar Nelson,Takashi Sato,Favorite,-4.8,1,-1,-0.37,0.2,-0.73,0.04,1.13,0.21,0.06,1,2
UFC Fight Night: Volkov vs. Aspinall,Molly McCann,Luana Carolina,Favorite,-0.73,-2,-7,1.16,0,1.31,0.14,1.44,-0.04,-0.33,0,4
UFC Fight Night: Volkov vs. Aspinall,Ilia Topuria,Jai Herbert,Favorite,-4.32,-6,-8,1.71,0.05,0.2,0.2,1.72,0.46,0.35,1.3,-9
UFC Fight Night: Volkov vs. Aspinall,Mike Grundy,Makwan Amirkhani,Underdog,-2.11,-3,0,0.75,0.01,1.47,0.1,0.09,-0.15,0.15,-0.7,2
UFC Fight Night: Volkov vs. Aspinall,Sergey Pavlovich,Shamil Abdurakhimov,Favorite,-2.64,0,8,5.8,0.03,1.59,0,-1.01,-0.23,0.3,-0.1,-10
UFC Fight Night: Volkov vs. Aspinall,Nikita Krylov,Paul Craig,Underdog,-1.38,0,1,1.92,0.09,-0.5,0,0.61,0.18,0.16,-0.21,-4
UFC Fight Night: Volkov vs. Aspinall,Jack Shore,Timur Valiev,Favorite,-0.3,2,4,-1.45,0.04,-1.02,0.11,1.37,-0.03,0.2,0.4,-5
UFC Fight Night: Volkov vs. Aspinall,Cory McKenna,Elise Reed,Underdog,-2.49,0,-5,0.33,-0.09,0.12,-0.05,1.64,-0.03,0.28,0.4,-7
UFC Fight Night: Volkov vs. Aspinall,Muhammad Mokaev,Cody Durden,Favorite,-4.3,0,3,-1.63,-0.04,-1.53,0.05,0.91,-0.1,-0.66,0.7,-10
UFC 273,Alex Volkanovski,Chan Sung Jung,Favorite,-4.82,4,1,0.1,-0.02,6.39,-0.12,-0.7,-0.44,-0.72,-0.6,0
UFC 273,Petr Yan,Aljamain Sterling,Underdog,-3.23,0,-4,0.52,0.01,2.06,0,-0.59,0.24,0.4,-0.6,-3
UFC 273,Khamzat Chimaev,Gilbert Burns,Favorite,-4.05,4,4,2.42,0.09,0.04,-0.13,1.75,0.08,0.5,2.2,-7
UFC 273,Mackenzie Dern,Tecia Torres,Favorite,-0.23,-3,-7,2.21,0.06,2.84,-0.15,-1.27,-0.19,-0.22,1.3,2
UFC 273,Vinc Pichel,Mark O. Madsen,Underdog,-0.17,2,0,0.06,-0.03,-0.93,0.03,-0.09,-0.12,-0.37,0.2,2
UFC 273,Ian Garry,Darian Weeks,Favorite,-3.47,4,2,1.77,0.04,-1.07,0.02,-1.45,0.45,-0.32,0,-4
UFC 273,Anthony Hernandez,Josh Fremd,Favorite,-1.07,-4,-1,1.36,0.15,0.83,-0.02,5.78,0.24,0.32,1.6,0
UFC 273,Raquel Pennington,Aspen Ladd,Favorite,-0.85,1,1,0.35,0.05,-1.37,0.13,-0.66,-0.2,0.01,0.09,6
UFC 273,Mike Malott,Mickey Gall,Favorite,-0.85,-1,-1,0.89,0,-0.92,0.03,1.83,0.3,-0.2,-0.9,0
UFC 273,Jared Vanderaa,Aleksei Oleinik,Underdog,-0.58,2,0,1.67,-0.04,1.87,0.01,-1.64,0.03,-0.17,-1.9,-14
UFC 273,Piera Rodriguez,Kay Hansen,Favorite,-0.24,1,0,0.63,-0.04,-0.36,0.06,1.27,0.18,0.29,-0.8,7
UFC 273,Julio Arce,Daniel Santos,Favorite,-1.33,0,3,0.1,-0.02,-2.08,0.18,-1.44,-0.22,0.23,0.3,5
UFC Fight Night: Luque vs. Muhammad II,Vicente Luque,Belal Muhammad,Underdog,-1.08,0,3,0.52,0.09,1.56,-0.05,-0.98,0.18,-0.32,0.4,-3
UFC Fight Night: Luque vs. Muhammad II,Gadzhi Omargadzhiev,Caio Borralho,Underdog,-0.27,0,-4,-1.12,-0.21,0.14,-0.21,-0.64,-0.33,-0.17,0,0
UFC Fight Night: Luque vs. Muhammad II,Miguel Baeza,Andre Fialho,Underdog,-1,2,0,1.58,0.08,-1.17,0.08,0.19,-0.72,0.34,1.8,1
UFC Fight Night: Luque vs. Muhammad II,Mayra Bueno Silva,Yanan Wu,Favorite,-4.79,-2,0,-0.4,0.15,-0.09,0.04,0.06,0.08,0.05,1.4,4
UFC Fight Night: Luque vs. Muhammad II,Pat Sabatini,T.J. Laramie,Favorite,-4.55,2,4,0.53,0.08,-1.11,0.1,2.29,0.08,0.09,1.9,7
UFC Fight Night: Luque vs. Muhammad II,Mounir Lazzez,Ange Loosa,Favorite,-1.27,3,2,1.4,0.09,-1.25,0.01,-0.25,0.14,-0.2,-0.2,5
UFC Fight Night: Luque vs. Muhammad II,Devin Clark,William Knight,Favorite,-0.99,2,2,0.4,-0.03,-0.06,0.09,0.38,-0.09,0.09,-0.31,-2
UFC Fight Night: Luque vs. Muhammad II,Pannie Kianzad,Lina Lansberg,Favorite,-4.26,0,1,2.05,-0.07,-0.21,0.09,-0.06,0.06,0.19,0,-10
UFC Fight Night: Luque vs. Muhammad II,Drakkar Klose,Brandon Jenkins,Favorite,-4.81,-3,-1,1.44,0.14,-4.6,0.18,1.58,0.26,0.41,0,4
UFC Fight Night: Luque vs. Muhammad II,Jesse Ronson,Rafa Garcia,Underdog,-0.59,3,0,-0.66,0.04,-0.82,-0.05,-3.15,-0.16,-0.23,0.2,9
UFC Fight Night: Luque vs. Muhammad II,Martin Buday,Chris Barnett,Favorite,-2.4,7,2,0.75,0.04,-0.17,0.14,0.26,0.25,0.67,0.3,-5
UFC Fight Night: Luque vs. Muhammad II,Istela Nunes,Sam Hughes,Underdog,-1.76,-1,2,0.98,0,0.33,0.03,-0.96,-0.3,-0.07,0,0
UFC Fight Night: Luque vs. Muhammad II,Heili Alateng,Kevin Croom,Favorite,-0.94,-6,-7,-0.01,-0.03,1.56,0.15,1.51,0.4,0.45,-0.5,-4
UFC Fight Night: Błachowicz vs. Rakić,Aleksandar Rakic,Jan Blachowicz,Underdog,-1.26,2,0,0.84,0,-0.12,-0.04,-0.34,-0.25,0.16,-0.2,-9
UFC Fight Night: Błachowicz vs. Rakić,Ion Cutelaba,Ryan Spann,Underdog,-1.76,-4,-4,1.19,0.02,-0.46,0.02,2.83,0.21,0.29,-1.5,-2
UFC Fight Night: Błachowicz vs. Rakić,Davey Grant,Louis Smolka,Favorite,-2.09,-1,1,0.09,-0.05,-0.3,0.02,-0.43,0.06,0.28,-1.6,6
UFC Fight Night: Błachowicz vs. Rakić,Katlyn Chookagian,Amanda Ribas,Favorite,-1.07,8,6,-2.33,0.06,-0.22,-0.07,-1.06,-0.02,-0.85,-0.7,11
UFC Fight Night: Błachowicz vs. Rakić,Manuel Torres,Frank Camacho,Favorite,-0.35,0,0,1.58,0.11,-4.3,0.05,2.14,0.35,0.15,1.6,-6
UFC Fight Night: Błachowicz vs. Rakić,Jake Hadley,Allan Nascimento,Underdog,-1.3,-1,1,0.14,-0.19,1.28,0.09,-1.31,-0.2,0.18,0.8,-5
UFC Fight Night: Błachowicz vs. Rakić,Andrea Lee,Viviane Araujo,Underdog,-0.33,2,1,0.58,-0.01,-1.21,0.05,0.09,0.17,-0.23,0,-2
UFC Fight Night: Błachowicz vs. Rakić,Michael Johnson,Alan Patrick,Favorite,-0.75,-1,-1,2.44,-0.02,0.87,0.13,-2.39,0.07,0.38,-0.3,-3
UFC Fight Night: Błachowicz vs. Rakić,Virna Jandiroba,Angela Hill,Favorite,-1.32,0,0,-3.08,-0.11,-1.91,-0.05,1.55,0.02,-0.04,1.09,-4
UFC Fight Night: Błachowicz vs. Rakić,Tatsuro Taira,Carlos Candelario,Favorite,-2.47,-1,2,-0.47,0.24,-4.02,0.02,-0.16,0.04,0.17,2.1,-8
UFC Fight Night: Błachowicz vs. Rakić,Nick Maximov,Andre Petroski,Underdog,-3.41,0,3,-1.57,-0.04,-0.44,-0.05,-0.17,-0.1,-0.46,-2.1,-6
UFC Fight Night: Holm vs. Vieira,Holly Holm,Ketlen Vieira,Underdog,-1.55,0,1,0.08,-0.01,-1,0.04,-0.64,-0.15,-0.17,-0.5,10
UFC Fight Night: Holm vs. Vieira,Michel Pereira,Santiago Ponzinibbio,Favorite,-0.48,1,0,0.25,0.13,-0.97,-0.04,1.05,0.25,0.34,0.8,-7
UFC Fight Night: Holm vs. Vieira,Tabatha Ricci,Polyana Viana,Favorite,-0.36,-4,-6,1.29,-0.04,2.29,0.06,2.17,0.01,0.39,-1.7,-2
UFC Fight Night: Holm vs. Vieira,Jun Yong Park,Eryk Anders,Favorite,-1.21,-3,-2,1.12,0.03,-0.88,0.03,0.04,0.24,-0.23,1,-4
UFC Fight Night: Holm vs. Vieira,Joseph Holmes,Alen Amedovski,Favorite,-1.31,6,6,1.89,0.23,-0.77,0.08,1.49,0.4,0.5,0.8,-8
UFC Fight Night: Holm vs. Vieira,Omar Morales,Uros Medic,Underdog,-0.45,-2,2,-2.09,-0.2,0,0,0.08,0.5,0.07,0,7
UFC Fight Night: Holm vs. Vieira,Jonathan Martinez,Vincent Morales,Favorite,-1.89,-1,0,0.37,0.12,-0.38,0.03,0.26,0.09,0.04,0.1,-3
UFC Fight Night: Holm vs. Vieira,Felipe Colares,Chase Hooper,Underdog,-0.91,-5,-5,-2.91,-0.08,1.32,0,0.42,0,-0.13,-1.8,6
UFC Fight Night: Holm vs. Vieira,Elise Reed,Sam Hughes,Underdog,-0.53,-2,-1,-1.37,0.03,-1.45,-0.05,-0.38,0.3,-0.15,0,0
UFC 275,Jiri Prochazka,Glover Teixeira,Favorite,-1.37,1,4,2.02,0.07,1,-0.11,-1.32,0.26,0.08,-0.61,-13
UFC 275,Valentina Shevchenko,Taila Santos,Favorite,-5.3,-1,-2,-0.12,0.04,-0.54,0.04,0.56,-0.13,-0.16,-0.7,6
UFC 275,Weili Zhang,Joanna Jedrzejczyk,Favorite,-0.85,-2,-2,-0.63,0.05,-0.11,-0.09,2.23,-0.16,-0.31,0.4,-2
UFC 275,Jake Matthews,Andre Fialho,Favorite,-0.02,-1,-1,0,0.04,-3.7,0.14,1.34,-0.6,-0.05,0.6,-1
UFC 275,Jack Della Maddalena,Ramazan Emeev,Favorite,-1.03,1,-3,4.21,0.08,2.12,0.01,-2.16,-0.13,0.03,-0.5,-10
UFC 275,Seung Woo Choi,Joshua Culibao,Underdog,-1.46,2,1,0.27,-0.04,-0.23,-0.1,0.87,0.54,0.01,-0.3,1
UFC 275,Steve Garcia,Hayisaer Maheshate,Underdog,-1.28,0,4,0.94,0.28,-3.36,-0.08,1.31,0.44,0.43,0.7,8
UFC 275,Brendan Allen,Jacob Malkoun,Favorite,-2.23,5,2,0.12,-0.04,1.35,-0.06,-4.88,0.04,0.37,0.99,0
UFC 275,Danaa Batgerel,Kyung Ho Kang,Underdog,-0.05,-2,-3,2.02,-0.12,0.87,-0.09,-1.35,-0.07,-0.07,-0.8,-2
UFC 275,Na Liang,Silvana Gomez Juarez,Underdog,-0.2,2,2,-2.27,0.09,-0.09,-0.25,3.6,0.57,-0.05,0.5,-12
UFC 275,Joselyne Edwards,Ramona Pascual,Favorite,-0.89,1,4,0.83,-0.05,-5.07,0.03,-0.81,0.14,-0.36,0.3,-7
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar,Josh Emmett,Underdog,-1.93,5,2,0.71,0.03,2.13,-0.07,-0.52,-0.09,0.25,0,-3
UFC Fight Night: Kattar vs. Emmett,Kevin Holland,Tim Means,Favorite,-2.53,1,6,-0.84,0,-0.46,-0.1,-0.31,-0.03,-0.11,0.4,-9
UFC Fight Night: Kattar vs. Emmett,Albert Duraev,Joaquin Buckley,Underdog,-1.45,1,-1,-1.26,0.04,-0.12,0.01,0.28,-0.16,-0.03,0.6,5
UFC Fight Night: Kattar vs. Emmett,Damir Ismagulov,Guram Kutateladze,Favorite,-1.39,-1,2,-1.27,-0.04,-2.1,0.04,0.31,0.1,-0.06,0,1
UFC Fight Night: Kattar vs. Emmett,Gregory Rodrigues,Julian Marquez,Favorite,-0.85,1,3,1.21,0.11,0.3,0,2.46,0.45,0.47,-2.1,-2
UFC Fight Night: Kattar vs. Emmett,Adrian Yanez,Tony Kelley,Favorite,-2.34,-2,0,0.96,-0.06,0.9,0.11,0,0,0.48,-1.4,-7
UFC Fight Night: Kattar vs. Emmett,Jasmine Jasudavicius,Natalia Cristina da Silva,Underdog,-1.78,-9,-10,0.46,0.02,0.14,0,0.26,-0.13,0.03,0.2,5
UFC Fight Night: Kattar vs. Emmett,Jeremiah Wells,Court McGee,Favorite,-1.05,-2,-1,-2.19,0.06,-2.31,-0.13,1.24,0.19,0.11,0.4,-2
UFC Fight Night: Kattar vs. Emmett,Ricardo Ramos,Danny Chavez,Favorite,-2.51,1,5,0.35,-0.02,-0.09,0.06,1.07,0,-0.16,0.7,-9
UFC Fight Night: Kattar vs. Emmett,Gloria de Paula,Maria Oliveira,Underdog,-2.21,-1,-2,-0.15,0.15,-1.99,0.22,-0.21,-0.08,0.18,0.5,1
UFC Fight Night: Kattar vs. Emmett,Cody Stamann,Eddie Wineland,Favorite,-5.83,-1,-5,0.98,0.18,-0.13,-0.07,1.99,0.06,-0.1,-0.1,-5
UFC Fight Night: Kattar vs. Emmett,Phil Hawes,Deron Winn,Favorite,-1.9,6,7,0.78,0.14,-2.49,0.09,-2.18,-0.18,0.5,0.2,1
UFC Fight Night: Kattar vs. Emmett,Kyle Daukaus,Roman Dolidze,Underdog,-1.98,1,0,0.6,0.13,-0.42,-0.1,0.82,-0.16,0.48,0.59,-4
UFC Fight Night: Tsarukyan vs. Gamrot,Arman Tsarukyan,Mateusz Gamrot,Underdog,-1.82,-3,2,0.7,-0.04,-1.23,-0.06,-2.04,0.02,-0.16,-0.1,-6
UFC Fight Night: Tsarukyan vs. Gamrot,Shavkat Rakhmonov,Neil Magny,Favorite,-3.77,-2,-3,0.64,0.14,-0.01,-0.02,-0.68,-0.12,0.46,1.5,-7
UFC Fight Night: Tsarukyan vs. Gamrot,Josh Parisian,Alan Baudot,Favorite,-0.26,1,0,-0.82,-0.1,0.05,-0.06,0.98,0.33,-0.16,0.2,-2
UFC Fight Night: Tsarukyan vs. Gamrot,Thiago Moises,Christos Giagos,Favorite,-1.76,-1,-1,-0.56,-0.01,0.98,0.05,-1.2,0.08,0.04,0.9,-5
UFC Fight Night: Tsarukyan vs. Gamrot,Umar Nurmagomedov,Nathan Maness,Favorite,-6.89,-2,-3,2.42,0.2,-3.73,0.36,3.63,-0.19,0.21,0.3,-4
UFC Fight Night: Tsarukyan vs. Gamrot,Chris Curtis,Rodolfo Vieira,Favorite,-0.17,-2,2,2.57,-0.04,1.56,0.03,-4.18,-0.3,-0.19,-1.6,2
UFC Fight Night: Tsarukyan vs. Gamrot,Tafon Nchukwi,Carlos Ulberg,Underdog,-0.61,-4,0,-1.84,-0.07,0.51,0.02,-0.19,-0.19,-0.11,-0.3,-4
UFC Fight Night: Tsarukyan vs. Gamrot,T.J. Brown,Yilan Sha,Underdog,-1.37,1,3,1.09,-0.02,-0.05,-0.02,0.51,0.23,-0.05,1.3,4
UFC Fight Night: Tsarukyan vs. Gamrot,Sergey Morozov,Raulian Paiva,Favorite,-0.8,-2,-2,-1.13,0.01,-2.04,0.13,2.98,0.07,-0.09,-0.2,6
UFC Fight Night: Tsarukyan vs. Gamrot,J.P. Buys,Cody Durden,Underdog,-0.07,-2,0,-1.29,-0.12,0.12,-0.11,-3.29,-0.25,-0.41,1.99,-5
UFC Fight Night: Tsarukyan vs. Gamrot,Mario Bautista,Brian Kelleher,Favorite,-1.18,3,3,2.3,0.07,-0.65,-0.02,0.51,0.03,0.06,0.3,-7
UFC Fight Night: Tsarukyan vs. Gamrot,Jinh Yu Frey,Vanessa Demopoulos,Underdog,-1.55,1,6,-1.01,0.02,-1.46,0.11,0.6,0.25,0.6,-0.3,4
UFC 276,Israel Adesanya,Jared Cannonier,Favorite,-4.4,5,3,-0.75,-0.05,-1.02,-0.03,-0.39,-0.28,0.14,0.1,-6
UFC 276,Alex Volkanovski,Max Holloway,Favorite,-1.15,0,4,-3.13,-0.09,6.19,-0.19,-0.25,-0.53,-0.84,-0.3,5
UFC 276,Sean Strickland,Alex Pereira,Underdog,-0.29,-3,-3,0.81,-0.22,0.68,0.12,0.67,-0.36,0.07,-0.2,-3
UFC 276,Bryan Barberena,Robbie Lawler,Favorite,-0.02,1,-2,1.49,0.01,-0.09,-0.15,-0.52,-0.43,-0.16,0.3,-7
UFC 276,Jalin Turner,Brad Riddell,Favorite,-0.73,8,6,0.88,-0.06,1.04,-0.13,-0.98,0.19,0.1,1.1,-3
UFC 276,Jim Miller,Donald Cerrone,Favorite,-1.08,-5,-2,-1.42,-0.05,-0.99,0.03,0.37,0.1,-0.26,0.5,-1
UFC 276,Dricus Du Plessis,Brad Tavares,Favorite,-0.98,0,2,3.11,0.07,1.61,0,2.21,0.25,-0.41,0.8,-6
UFC 276,Maycee Barber,Jessica Eye,Favorite,-2.42,-1,-1,0.84,0.16,-1.3,-0.02,0.86,0.02,-0.04,-0.4,-11
UFC 276,Jessica-Rose Clark,Julija Stoliarenko,Underdog,-0.66,-2,-2,1.23,0.12,-1.04,0.11,0.72,0.14,0.07,-1.4,5
UFC Fight Night: Dos Anjos vs. Fiziev,Rafael Fiziev,Rafael dos Anjos,Favorite,-1.34,0,1,1.42,0.04,1.75,-0.11,-1.66,0.05,0.34,-0.6,-8
UFC Fight Night: Dos Anjos vs. Fiziev,Caio Borralho,Armen Petrosyan,Favorite,-1.86,-2,4,-2.78,0.07,-0.84,0.03,1.77,0.3,0.45,0.5,-2
UFC Fight Night: Dos Anjos vs. Fiziev,Said Nurmagomedov,Douglas Silva de Andrade,Favorite,-3.58,1,2,-0.12,0.08,-1.87,-0.02,0.4,-0.31,-0.04,1.2,-6
UFC Fight Night: Dos Anjos vs. Fiziev,Jared Vanderaa,Chase Sherman,Underdog,-1.5,0,2,-1.08,-0.02,-0.99,-0.08,0.09,0,-0.54,0,-2
UFC Fight Night: Dos Anjos vs. Fiziev,Ricky Turcios,Aiemann Zahabi,Underdog,-1.59,1,3,1.65,-0.06,0.09,-0.16,0.8,0.09,-0.34,0.2,-6
UFC Fight Night: Dos Anjos vs. Fiziev,Jamie Mullarkey,Michael Johnson,Favorite,-1.51,2,1,0.12,0.07,0.7,-0.04,1.69,-0.07,-0.04,0.1,-8
UFC Fight Night: Dos Anjos vs. Fiziev,Tresean Gore,Cody Brundage,Underdog,-0.6,0,3,1.42,-0.02,3.83,0.03,0.71,0.18,0.13,0.29,-1
UFC Fight Night: Dos Anjos vs. Fiziev,Antonina Shevchenko,Cortney Casey,Favorite,-0.99,1,0,-0.44,0.16,-1.07,-0.04,0.03,0.1,0.14,-0.1,2
UFC Fight Night: Dos Anjos vs. Fiziev,David Onama,Garrett Armfield,Favorite,-5.97,5,4,-1.18,-0.06,1.16,-0.06,0.67,0.17,-0.12,0.5,2
UFC Fight Night: Dos Anjos vs. Fiziev,Kennedy Nzechukwu,Karl Roberson,Favorite,-0.83,4,9,2.56,-0.06,2.48,-0.07,-0.12,0.04,0.38,-0.3,-2
UFC Fight Night: Dos Anjos vs. Fiziev,Ronnie Lawrence,Saidyokub Kakhramonov,Underdog,-0.29,0,-1,0.73,0.05,0.87,-0.06,0.12,0.29,-0.38,-1.7,3
UFC Fight Night: Ortega vs. Rodriguez,Brian Ortega,Yair Rodriguez,Underdog,-1.13,-3,-2,-0.59,-0.09,2.54,-0.04,0.48,0,-0.02,0.5,2
UFC Fight Night: Ortega vs. Rodriguez,Amanda Lemos,Michelle Waterson,Favorite,-2.32,1,3,-0.13,0.08,0.01,-0.05,-0.44,0.31,-0.13,0,-1
UFC Fight Night: Ortega vs. Rodriguez,Muslim Salikhov,Li Jingliang,Underdog,-0.66,-1,-1,-1.11,0.09,-0.9,0.05,0.02,-0.01,0.13,0,3
UFC Fight Night: Ortega vs. Rodriguez,Su Mudaerji,Matt Schnell,Underdog,-1.87,0,2,0.4,0.16,-1.83,0.05,-0.3,0.56,0.16,-0.4,-6
UFC Fight Night: Ortega vs. Rodriguez,Shane Burgos,Charles Jourdain,Favorite,-1,2,6,1.84,0.04,2.47,-0.01,0.34,0.34,0.43,-0.2,5
UFC Fight Night: Ortega vs. Rodriguez,Miesha Tate,Lauren Murphy,Underdog,-1.3,1,-2,-1.43,0.06,-2.27,-0.05,0.99,0.06,-0.14,1.2,-3
UFC Fight Night: Ortega vs. Rodriguez,Punahele Soriano,Dalcha Lungiambula,Favorite,-1.86,3,-4,0.89,0,0.61,-0.05,-1.35,-0.05,-0.44,0,-5
UFC Fight Night: Ortega vs. Rodriguez,Jack Shore,Ricky Simon,Underdog,-1.05,2,2,0.74,0.14,-1.29,-0.05,-2.39,-0.09,0,0.29,-2
UFC Fight Night: Ortega vs. Rodriguez,Bill Algeo,Herbert Burns,Favorite,-1.35,3,0,4.43,0.12,-0.09,0.06,-2.14,0.04,-0.1,-2.4,-2
UFC Fight Night: Ortega vs. Rodriguez,Da Un Jung,Dustin Jacoby,Underdog,-0.37,0,-1,-5.53,-0.47,-4.07,-0.57,-0.36,-0.25,-0.6,0,3
UFC Fight Night: Ortega vs. Rodriguez,Dustin Stoltzfus,Dwight Grant,Favorite,-0.42,-1,-1,0.2,0.08,0.62,-0.12,1.79,-0.6,-0.2,0.7,-7
UFC Fight Night: Ortega vs. Rodriguez,Emily Ducote,Jessica Penne,Favorite,-0.89,-3,-4,4.93,0.21,3.09,0.1,-1.13,-0.07,0.57,-0.6,-11
UFC Fight Night: Blaydes vs. Aspinall,Tom Aspinall,Curtis Blaydes,Underdog,-0.61,1,-2,4.18,0.16,0.94,0.07,-2.26,0.47,0.69,1.7,-2
UFC Fight Night: Blaydes vs. Aspinall,Jack Hermansson,Chris Curtis,Favorite,-0.01,3,2,-0.67,-0.08,-2.48,0.04,1.53,0.3,-0.02,0.4,-1
UFC Fight Night: Blaydes vs. Aspinall,Paddy Pimblett,Jordan Leavitt,Favorite,-2.09,1,2,2.58,-0.09,1.86,-0.16,-1.21,0,0.26,0.5,1
UFC Fight Night: Blaydes vs. Aspinall,Nikita Krylov,Alexander Gustafsson,Favorite,-1.27,-2,-2,0.34,0.15,-1.06,-0.08,0.76,-0.02,-0.3,0.99,-5
UFC Fight Night: Blaydes vs. Aspinall,Molly McCann,Hannah Goldy,Favorite,-3.75,0,1,0.59,0.02,0.27,0.13,1.16,0.26,-0.12,0.4,2
UFC Fight Night: Blaydes vs. Aspinall,Volkan Oezdemir,Paul Craig,Favorite,-0.57,-1,-1,2.13,0,0.94,0.11,-1.11,0.13,0.43,-1.5,-2
UFC Fight Night: Blaydes vs. Aspinall,Mason Jones,Ludovit Klein,Underdog,-3.44,3,2,1.65,-0.12,1.2,-0.08,1.39,-0.02,-0.03,0,0
UFC Fight Night: Blaydes vs. Aspinall,Marc Diakiese,Damir Hadzovic,Favorite,-3.21,1,3,-0.82,-0.08,-0.62,-0.1,2.5,-0.13,0.32,-0.2,-6
UFC Fight Night: Blaydes vs. Aspinall,Nathaniel Wood,Charles Rosa,Favorite,-4.31,-3,0,2.83,0.14,0.35,0.09,0.07,0.13,0.31,-0.5,-6
UFC Fight Night: Blaydes vs. Aspinall,Jonathan Pearce,Makwan Amirkhani,Favorite,-0.96,2,-1,3.99,0.1,0.45,0.08,1.28,0.07,0.23,-0.31,-3
UFC Fight Night: Blaydes vs. Aspinall,Muhammad Mokaev,Charles Johnson,Favorite,-3.86,-2,0,-2.95,-0.05,-1.8,-0.03,5.34,0.17,-0.67,0.4,-10
